country_code,survey_year,survey_acronym,survey_coverage,reporting_level,name,value
EGY,2008,HIECS,national,national,decile6,0.085454655945
EGY,2010,HIECS,national,national,decile6,0.086240910575
EGY,2012,HIECS,national,national,decile6,0.088009336108
EGY,2015,HIECS,national,national,decile6,0.084687482536
EGY,2017,HIECS,national,national,decile6,0.085407395138
EGY,2019,HIECS,national,national,decile6,0.084976318675
ESP,2008,EU-SILC,national,national,decile6,0.091388004228
DOM,2000,ENFT,national,national,decile6,0.068622339555
DOM,2001,ENFT,national,national,decile6,0.070218627911
DOM,2002,ENFT,national,national,decile6,0.071946960549
DOM,2003,ENFT,national,national,decile6,0.066844121708
DOM,2004,ENFT,national,national,decile6,0.066474604677
DOM,2005,ENFT,national,national,decile6,0.069325873895
DOM,2006,ENFT,national,national,decile6,0.067091584382
DZA,1988,EDCM,national,national,decile6,0.084162749982
ESP,1999,ECHP-LIS,national,national,decile6,0.089407952249
ESP,2000,ECHP-LIS,national,national,decile6,0.090116797921
ESP,2003,EU-SILC,national,national,decile6,0.093438868857
ESP,2004,EU-SILC,national,national,decile6,0.091472775231
ESP,2005,EU-SILC,national,national,decile6,0.093020669287
ESP,2006,EU-SILC,national,national,decile6,0.092005785551
ESP,2007,EU-SILC,national,national,decile6,0.09099755304
ECU,2000,EPED,national,national,decile6,0.062215878372
DOM,2016,ENFT,national,national,decile6,0.075962723125
DOM,2017,ECNFT-Q03,national,national,decile6,0.07748303628
DOM,2018,ECNFT-Q03,national,national,decile6,0.075653478221
DOM,2019,ECNFT-Q03,national,national,decile6,0.078120186913
DOM,2020,ECNFT-Q03,national,national,decile6,0.081017669139
DOM,2021,ECNFT-Q03,national,national,decile6,0.081919969588
DOM,2022,ECNFT-Q03,national,national,decile6,0.084829502944
ECU,2010,ENEMDU,national,national,decile6,0.071868090587
ESP,2017,EU-SILC,national,national,decile6,0.092092899947
ESP,2018,EU-SILC,national,national,decile6,0.091755213638
ESP,2019,EU-SILC,national,national,decile6,0.093264659762
ESP,2020,EU-SILC,national,national,decile6,0.092742766135
ESP,2021,EU-SILC,national,national,decile6,0.092601176867
EST,1993,HIES,national,national,decile6,0.081845464547
EST,1995,HIES,national,national,decile6,0.093412166205
EST,2013,EU-SILC,national,national,decile6,0.085972742439
ECU,2003,ENEMDU,national,national,decile6,0.066169511912
ECU,2004,ENEMDU,national,national,decile6,0.065472068957
ECU,2005,ENEMDU,national,national,decile6,0.06700533477
ECU,2006,ENEMDU,national,national,decile6,0.066966872208
ECU,2007,ENEMDU,national,national,decile6,0.06510408106
ECU,2008,ENEMDU,national,national,decile6,0.071187390585
ECU,2009,ENEMDU,national,national,decile6,0.07224145471
EGY,1999,HIECS,national,national,decile6,0.086587744573
EST,2006,EU-SILC,national,national,decile6,0.086823633046
EST,2007,EU-SILC,national,national,decile6,0.08938045841
EST,2008,EU-SILC,national,national,decile6,0.088666022609
EST,2009,EU-SILC,national,national,decile6,0.089222797037
EST,2010,EU-SILC,national,national,decile6,0.089680664803
EST,2011,EU-SILC,national,national,decile6,0.088253336554
EST,2012,EU-SILC,national,national,decile6,0.087760029137
ESP,1980,HBS-LIS,national,national,decile6,0.089185735115
ECU,2019,ENEMDU,national,national,decile6,0.076774037119
ECU,2020,ENEMDU,national,national,decile6,0.073990683218
ECU,2021,ENEMDU,national,national,decile6,0.076133999909
ECU,2022,ENEMDU,national,national,decile6,0.076686344501
ECU,2023,ENEMDU,national,national,decile6,0.078415827133
EGY,1990,HIECS,national,national,decile6,0.086493788745
EGY,1995,HIECS,national,national,decile6,0.086728269835
ESP,1998,ECHP-LIS,national,national,decile6,0.090247136097
ETH,1981,HICES,rural,rural,decile6,0.088516081533
ETH,1995,HICES,national,national,decile6,0.071606361766
ETH,1999,HICES,national,national,decile6,0.088727576563
ETH,2004,HICES,national,national,decile6,0.089424975341
ETH,2010,HICES,national,national,decile6,0.086620046467
ETH,2015,HICES,national,national,decile6,0.087173282288
FIN,1987,IDS-LIS,national,national,decile6,0.096422121164
FIN,2016,EU-SILC,national,national,decile6,0.092502920492
ESP,1985,HBS-LIS,national,national,decile6,0.088231361349
ESP,1990,HBS-LIS,national,national,decile6,0.091598950597
ESP,1993,ECHP-LIS,national,national,decile6,0.088671843973
ESP,1994,ECHP-LIS,national,national,decile6,0.090989762507
ESP,1995,ECHP-LIS,national,national,decile6,0.089381707592
ESP,1996,ECHP-LIS,national,national,decile6,0.089823144257
ESP,1997,ECHP-LIS,national,national,decile6,0.090774555353
ESP,2016,EU-SILC,national,national,decile6,0.092139185707
FIN,2009,EU-SILC,national,national,decile6,0.092244227269
FIN,2010,EU-SILC,national,national,decile6,0.092223177765
FIN,2011,EU-SILC,national,national,decile6,0.091503573106
FIN,2012,EU-SILC,national,national,decile6,0.092007397028
FIN,2013,EU-SILC,national,national,decile6,0.092784672234
FIN,2014,EU-SILC,national,national,decile6,0.092566303027
FIN,2015,EU-SILC,national,national,decile6,0.092407124796
EST,1998,HIES,national,national,decile6,0.082719948644
ESP,2009,EU-SILC,national,national,decile6,0.090644094012
ESP,2010,EU-SILC,national,national,decile6,0.090086344703
ESP,2011,EU-SILC,national,national,decile6,0.091148675863
ESP,2012,EU-SILC,national,national,decile6,0.090875998964
ESP,2013,EU-SILC,national,national,decile6,0.09179818152
ESP,2014,EU-SILC,national,national,decile6,0.091746066552
ESP,2015,EU-SILC,national,national,decile6,0.091306601489
EST,2005,EU-SILC,national,national,decile6,0.087102308551
FJI,2019,HIES,national,national,decile6,0.089290002319
FRA,1970,TIS-LIS,national,national,decile6,0.08335493217
FRA,1975,TIS-LIS,national,national,decile6,0.085064453544
FRA,1979,TIS-LIS,national,national,decile6,0.088175262209
FRA,1984,TIS-LIS,national,national,decile6,0.089587277115
FRA,1990,TIS-LIS,national,national,decile6,0.090254937699
FRA,1996,TSIS-LIS,national,national,decile6,0.091737206115
FRA,2013,EU-SILC,national,national,decile6,0.088028581174
EST,2000,HBS,national,national,decile6,0.086395578752
EST,2001,HBS,national,national,decile6,0.085248454112
EST,2002,HBS,national,national,decile6,0.085722807014
EST,2003,HBS,national,national,decile6,0.088431639269
EST,2003,EU-SILC,national,national,decile6,0.08389396063
EST,2004,HBS,national,national,decile6,0.087293568102
EST,2004,EU-SILC,national,national,decile6,0.087244970948
EST,2021,EU-SILC,national,national,decile6,0.08998008202
FRA,2006,EU-SILC,national,national,decile6,0.092039479146
FRA,2007,EU-SILC,national,national,decile6,0.087827041183
FRA,2008,EU-SILC,national,national,decile6,0.087827197692
FRA,2009,EU-SILC,national,national,decile6,0.089081213789
FRA,2010,EU-SILC,national,national,decile6,0.087104659085
FRA,2011,EU-SILC,national,national,decile6,0.087688787704
FRA,2012,EU-SILC,national,national,decile6,0.087401906546
FIN,1991,IDS-LIS,national,national,decile6,0.095640463559
EST,2014,EU-SILC,national,national,decile6,0.086940183436
EST,2015,EU-SILC,national,national,decile6,0.08877495655
EST,2016,EU-SILC,national,national,decile6,0.091164018139
EST,2017,EU-SILC,national,national,decile6,0.091983230394
EST,2018,EU-SILC,national,national,decile6,0.092509167015
EST,2019,EU-SILC,national,national,decile6,0.090889999898
EST,2020,EU-SILC,national,national,decile6,0.090552095188
FIN,2008,EU-SILC,national,national,decile6,0.091633414758
FSM,2000,CPH,urban,urban,decile6,0.055679489981
FSM,2005,HIES,national,national,decile6,0.079663021142
FSM,2013,HIES,national,national,decile6,0.083163208564
GAB,2005,EGEP,national,national,decile6,0.078096271983
GAB,2017,EGEP,national,national,decile6,0.085315483957
GBR,1968,FES-LIS,national,national,decile6,0.091806044146
GBR,1969,FES-LIS,national,national,decile6,0.091175118067
GBR,1986,FES-LIS,national,national,decile6,0.089493654153
FIN,1995,IDS-LIS,national,national,decile6,0.093726992383
FIN,2000,IDS-LIS,national,national,decile6,0.091909381016
FIN,2003,EU-SILC,national,national,decile6,0.091517662063
FIN,2004,EU-SILC,national,national,decile6,0.090550002811
FIN,2005,EU-SILC,national,national,decile6,0.091353731672
FIN,2006,EU-SILC,national,national,decile6,0.091643680709
FIN,2007,EU-SILC,national,national,decile6,0.091199785639
FJI,2013,HIES,national,national,decile6,0.081611422527
GBR,1979,FES-LIS,national,national,decile6,0.091721790591
GBR,1980,FES-LIS,national,national,decile6,0.090412105863
GBR,1981,FES-LIS,national,national,decile6,0.090891702502
GBR,1982,FES-LIS,national,national,decile6,0.090720037269
GBR,1983,FES-LIS,national,national,decile6,0.090625223137
GBR,1984,FES-LIS,national,national,decile6,0.09190134533
GBR,1985,FES-LIS,national,national,decile6,0.08982419756
FRA,1997,TSIS-LIS,national,national,decile6,0.091826403684
FIN,2017,EU-SILC,national,national,decile6,0.091860744349
FIN,2018,EU-SILC,national,national,decile6,0.091922652758
FIN,2019,EU-SILC,national,national,decile6,0.091963274313
FIN,2020,EU-SILC,national,national,decile6,0.091921811015
FIN,2021,EU-SILC,national,national,decile6,0.091475568927
FJI,2002,HIES,national,national,decile6,0.082365437008
FJI,2008,HIES,national,national,decile6,0.07690599612
FRA,2005,EU-SILC,national,national,decile6,0.091218029279
GBR,1995,FRS-LIS,national,national,decile6,0.0866774406
GBR,1996,FRS-LIS,national,national,decile6,0.087305086068
GBR,1997,FRS-LIS,national,national,decile6,0.086701778794
GBR,1998,FRS-LIS,national,national,decile6,0.085540326782
GBR,1999,FRS-LIS,national,national,decile6,0.085415791242
GBR,2000,FRS-LIS,national,national,decile6,0.082027612292
GBR,2001,FRS-LIS,national,national,decile6,0.084232483494
GBR,2018,FRS-LIS,national,national,decile6,0.090251180586
FRA,1998,TSIS-LIS,national,national,decile6,0.091389195446
FRA,1999,TSIS-LIS,national,national,decile6,0.090284826379
FRA,2000,TSIS-LIS,national,national,decile6,0.090271092377
FRA,2001,TSIS-LIS,national,national,decile6,0.090277955287
FRA,2002,TSIS-LIS,national,national,decile6,0.090284250274
FRA,2003,EU-SILC,national,national,decile6,0.08961579021
FRA,2004,EU-SILC,national,national,decile6,0.090146679977
FRA,2021,EU-SILC,national,national,decile6,0.092342097588
GBR,2011,FRS-LIS,national,national,decile6,0.089516556359
GBR,2012,FRS-LIS,national,national,decile6,0.089375396276
GBR,2013,FRS-LIS,national,national,decile6,0.090117743967
GBR,2014,FRS-LIS,national,national,decile6,0.0900722833
GBR,2015,FRS-LIS,national,national,decile6,0.090187469165
GBR,2016,FRS-LIS,national,national,decile6,0.090818386166
GBR,2017,FRS-LIS,national,national,decile6,0.091440544284
GBR,1970,FES-LIS,national,national,decile6,0.091074470341
FRA,2014,EU-SILC,national,national,decile6,0.089205236192
FRA,2015,EU-SILC,national,national,decile6,0.088670877758
FRA,2016,EU-SILC,national,national,decile6,0.089833108649
FRA,2017,EU-SILC,national,national,decile6,0.090065808689
FRA,2018,EU-SILC,national,national,decile6,0.088785052455
FRA,2019,EU-SILC,national,national,decile6,0.092220041568
FRA,2020,EU-SILC,national,national,decile6,0.092960954001
GBR,1978,FES-LIS,national,national,decile6,0.093087662512
GEO,2001,HIS,national,national,decile6,0.083180287263
GEO,2002,HIS,national,national,decile6,0.086238723337
GEO,2003,HIS,national,national,decile6,0.087574466276
GEO,2004,HIS,national,national,decile6,0.089503917421
GEO,2005,HIS,national,national,decile6,0.086637825772
GEO,2006,HIS,national,national,decile6,0.086633782107
GEO,2007,HIS,national,national,decile6,0.085156825748
GHA,1988,GLSS-II,national,national,decile6,0.086178388581
GBR,1971,FES-LIS,national,national,decile6,0.089623370886
GBR,1972,FES-LIS,national,national,decile6,0.091097434182
GBR,1973,FES-LIS,national,national,decile6,0.089662537392
GBR,1974,FES-LIS,national,national,decile6,0.090316823486
GBR,1975,FES-LIS,national,national,decile6,0.091800212713
GBR,1976,FES-LIS,national,national,decile6,0.092221193402
GBR,1977,FES-LIS,national,national,decile6,0.092293919685
GBR,1994,FRS-LIS,national,national,decile6,0.086339590653
GEO,2017,HIS,national,national,decile6,0.085804532801
GEO,2018,HIS,national,national,decile6,0.087422108787
GEO,2019,HIS,national,national,decile6,0.08710839215
GEO,2020,HIS,national,national,decile6,0.089778456469
GEO,2021,HIS,national,national,decile6,0.090210663503
GEO,2022,HIS,national,national,decile6,0.091042438674
GHA,1987,GLSS-I,national,national,decile6,0.087571447429
GBR,2002,FRS-LIS,national,national,decile6,0.086988004123
GBR,1987,FES-LIS,national,national,decile6,0.086897657644
GBR,1988,FES-LIS,national,national,decile6,0.085671055913
GBR,1989,FES-LIS,national,national,decile6,0.088725895778
GBR,1990,FES-LIS,national,national,decile6,0.08590069923
GBR,1991,FES-LIS,national,national,decile6,0.087350051179
GBR,1992,FES-LIS,national,national,decile6,0.087497921963
GBR,1993,FES-LIS,national,national,decile6,0.087131611044
GBR,2010,FRS-LIS,national,national,decile6,0.088727390479
GIN,2007,ELEP,national,national,decile6,0.079951325311
GIN,2012,ELEP,national,national,decile6,0.08795519525
GIN,2018,EHCVM,national,national,decile6,0.092309599546
GMB,1998,HPS,national,national,decile6,0.070744125677
GMB,2003,HIS,national,national,decile6,0.071674402857
GMB,2010,IHS,national,national,decile6,0.077269914367
GMB,2015,IHS,national,national,decile6,0.08466876521
GRC,2010,EU-SILC,national,national,decile6,0.091701652899
GBR,2003,FRS-LIS,national,national,decile6,0.087706177099
GBR,2004,FRS-LIS,national,national,decile6,0.087203224471
GBR,2005,FRS-LIS,national,national,decile6,0.086981723728
GBR,2006,FRS-LIS,national,national,decile6,0.086222192599
GBR,2007,FRS-LIS,national,national,decile6,0.088918655929
GBR,2008,FRS-LIS,national,national,decile6,0.087225270423
GBR,2009,FRS-LIS,national,national,decile6,0.087031133874
GEO,2000,HIS,national,national,decile6,0.083759404675
GRC,2003,EU-SILC,national,national,decile6,0.092400568024
GRC,2004,EU-SILC,national,national,decile6,0.090897767234
GRC,2005,EU-SILC,national,national,decile6,0.089842147268
GRC,2006,EU-SILC,national,national,decile6,0.089619110635
GRC,2007,EU-SILC,national,national,decile6,0.090602806989
GRC,2008,EU-SILC,national,national,decile6,0.090682397016
GRC,2009,EU-SILC,national,national,decile6,0.091732952953
GEO,2008,HIS,national,national,decile6,0.085022290051
GBR,2019,FRS-LIS,national,national,decile6,0.092162813044
GBR,2020,FRS-LIS,national,national,decile6,0.09058381783
GBR,2021,FRS-LIS,national,national,decile6,0.091731143021
GEO,1996,HIS,national,national,decile6,0.087751602653
GEO,1997,HIS,national,national,decile6,0.08513963375
GEO,1998,HIS,national,national,decile6,0.084240604813
GEO,1999,HIS,national,national,decile6,0.084497770416
GEO,2016,HIS,national,national,decile6,0.085419379509
GRC,2019,EU-SILC,national,national,decile6,0.092877340189
GRC,2020,EU-SILC,national,national,decile6,0.092298993345
GRC,2021,EU-SILC,national,national,decile6,0.092226896481
GRD,2018,SLCHB,national,national,decile6,0.073620850493
GTM,1986,ENSD,national,national,decile6,0.066589771663
GTM,1989,ENSD,national,national,decile6,0.061138683327
GTM,1998,ENIGF,national,national,decile6,0.073465903373
HND,1999,EPHPM,national,national,decile6,0.066488955509
GEO,2009,HIS,national,national,decile6,0.085230282
GEO,2010,HIS,national,national,decile6,0.084611228618
GEO,2011,HIS,national,national,decile6,0.084208828855
GEO,2012,HIS,national,national,decile6,0.084487039563
GEO,2013,HIS,national,national,decile6,0.084684075311
GEO,2014,HIS,national,national,decile6,0.085526817432
GEO,2015,HIS,national,national,decile6,0.086018372642
GIN,2002,EIBEP,national,national,decile6,0.077237509665
HND,1992,EPHPM,national,national,decile6,0.067097361402
HND,1993,EPHPM,national,national,decile6,0.065565753133
HND,1994,EPHPM,national,national,decile6,0.063265988751
HND,1995,EPHPM,national,national,decile6,0.063078207913
HND,1996,EPHPM,national,national,decile6,0.0639782857
HND,1997,EPHPM,national,national,decile6,0.068342185073
HND,1998,EPHPM,national,national,decile6,0.064322606676
GMB,2020,IHS,national,national,decile6,0.081664177081
GHA,1991,GLSS-III,national,national,decile6,0.082138287983
GHA,1998,GLSS-IV,national,national,decile6,0.08153119021
GHA,2005,GLSS-V,national,national,decile6,0.079577088667
GHA,2012,GLSS-VI,national,national,decile6,0.079873921152
GHA,2016,GLSS-VII,national,national,decile6,0.081090369046
GIN,1991,ESIP,national,national,decile6,0.080361176299
GIN,1994,EIBC,national,national,decile6,0.07276676598
GRC,2000,ECHP-LIS,national,national,decile6,0.092184122133
HND,2009,EPHPM,national,national,decile6,0.071572100655
HND,2010,EPHPM,national,national,decile6,0.06787879983
HND,2011,EPHPM,national,national,decile6,0.069256161117
HND,2012,EPHPM,national,national,decile6,0.068393550589
HND,2013,EPHPM,national,national,decile6,0.072509451885
HND,2014,EPHPM,national,national,decile6,0.072832876531
HND,2015,EPHPM,national,national,decile6,0.073673591321
HRV,2012,EU-SILC,national,national,decile6,0.09320288802
GNB,1991,ILJF,national,national,decile6,0.068077958444
GNB,1993,ICOF,national,national,decile6,0.078019016295
GNB,2002,ILAP-I,national,national,decile6,0.084945907365
GNB,2010,ILAP-II,national,national,decile6,0.066519132756
GNB,2018,EHCVM,national,national,decile6,0.084629227052
GNB,2021,EHCVM,national,national,decile6,0.086787472108
GRC,1995,ECHP-LIS,national,national,decile6,0.090049817863
GRC,2018,EU-SILC,national,national,decile6,0.092512051947
HRV,2004,HBS,national,national,decile6,0.090994163714
HRV,2008,HBS,national,national,decile6,0.086137393609
HRV,2009,HBS,national,national,decile6,0.086551525635
HRV,2009,EU-SILC,national,national,decile6,0.093175570129
